"SELECT fin.bar AS bar, fin.amount
FROM(    
    (
      SELECT DISTINCT tab.bar AS bar, SUM(tab.num) AS amount
      FROM(
          SELECT F.drinker AS drinker, F.times_a_week*S.price AS num, F.bar AS bar /* gets table of all drinkers, the bars they go to, and the weekly price for that beer*/
          FROM Frequents AS F, Serves AS S 
          WHERE F.bar = S.bar AND S.beer IN ( /* checks to see if the beer served by that bar is one that the drinker likes; aka checks to see if drinker will buy the beer*/
              SELECT Likes.beer FROM Likes WHERE F.drinker = Likes.drinker) /* all beers that a drinker likes*/

      ) AS tab
    GROUP BY tab.bar /* groups it by bar; the sum totals all users' expenses per bar */
    )
    UNION ALL 
   (SELECT DISTINCT b.name AS bar , 0 AS amount FROM Bar AS b WHERE NOT EXISTS
        (SELECT Frequents.bar FROM Likes, Serves, Frequents WHERE Likes.beer = Serves.beer AND Frequents.drinker = Likes.drinker AND Frequents.bar = Serves.bar AND b.name = Frequents.bar)
    ) 
) AS fin
ORDER by fin.amount DESC, bar;
    
 ","{""failed"":true}
"
"select br.bar, case when amount is null then 0
  else amount
  end
from
(select name as bar from bar) as br
left outer join
(select bar, sum(r) as amount from
(select f.drinker, f.bar, f.times_a_week, s.beer, s.price, price*times_a_week as r
 from frequents as f, serves as s, likes as l where
  f.bar = s.bar and f.drinker = l.drinker and
  s.beer = l.beer) as lfs group by bar) as t on br.bar = t.bar
order by amount DESC, bar;
","{""failed"":true}
"
"
SELECT bar, SUM(amount) AS amount
FROM (
    /* bars set to amount 0*/
    SELECT name AS bar, 0 AS amount
    FROM Bar

    UNION ALL

    /* select bar and amount, descending*/ 
    SELECT bar, amount 
    FROM (
        SELECT bar, SUM(weekly_yield) AS amount
        FROM (
            SELECT f.bar AS bar, price*times_a_week AS weekly_yield
            FROM Frequents AS f
            JOIN (
                SELECT drinker, bar, Likes.beer, price
                FROM Likes JOIN Serves
                ON Likes.beer=Serves.beer
            ) AS T
            ON f.drinker=T.drinker AND f.bar=T.bar
        ) AS joined
        GROUP BY bar
    ) AS grouped
) AS Touter
GROUP BY bar
ORDER BY amount DESC, bar;","{""failed"":true}
"
"/* Collaborated during UTA office hours */
WITH UnorderedBarRevenues AS ((WITH info AS 

	(WITH LF AS (SELECT likes.drinker, beer, bar, times_a_week FROM likes JOIN frequents ON likes.drinker = frequents.drinker) SELECT drinker, 
		LF.beer, LF.bar, times_a_week, price FROM LF JOIN serves ON serves.beer = LF.beer and serves.bar = LF.bar)

	SELECT bar, SUM(times_a_week*price) AS amount FROM info GROUP BY bar)

	UNION

	(WITH zeros AS
	(SELECT name FROM Bar

	EXCEPT

	(WITH info AS 

		(WITH LF AS (SELECT likes.drinker, beer, bar, times_a_week FROM likes JOIN frequents ON likes.drinker = frequents.drinker) 
			SELECT drinker, LF.beer, LF.bar, times_a_week, price FROM LF JOIN serves ON serves.beer = LF.beer AND serves.bar = LF.bar)

		SELECT bar AS name FROM info GROUP BY bar))

	SELECT name, 0.0 AS amount FROM zeros))

SELECT * FROM UnorderedBarRevenues ORDER BY amount desc, bar;","{""failed"":true}
"
"select nbar, sum(foo.case) from 
	(select nbar, likes.beer, foo.beer, amount, case when likes.beer <> foo.beer then 0 when likes.beer = foo.beer then amount end from 
		likes inner join (select drinker, frequents.bar as nbar, beer, frequents.times_a_week*serves.price as amount from 
			frequents inner join serves on frequents.bar = serves.bar) as foo on likes.drinker = foo.drinker) as foo group by nbar order by sum desc, nbar;

--I think my problem is that there are some bars that has no person frequenting those bars. My query seems to omit those bars, thus missing some values with 0 sales.","{""failed"":true,""errorMsg"":""Parsing error at line 1, column 21. Query syntax may be incorrect""}
"
"select * from (
select * from(
select name as bar,
  case when name not in (select bar from (
    select bar, sum(price)
    from (
    select bar, sum(price)*avg(times_a_week) as price
    from (
    select t1.drinker, t1.bar, t1.times_a_week, t1.beer, t1.price
    from (
    select frequents.drinker, frequents.bar, frequents.times_a_week, serves.beer, serves.price
    from frequents
    right join serves
    on frequents.bar = serves.bar) as t1
    full join likes
    on t1.beer = likes.beer
    where t1.drinker = likes.drinker) as t2
    group by t2.drinker, t2.bar) as t3
    group by t3.bar
    order by sum(t3.price) desc, t3.bar asc) as v1)
    then 0
    else null
  end as sum
from bar) as v2
where v2.bar not in ((select bar from (
  select bar, sum(price)
  from (
  select bar, sum(price)*avg(times_a_week) as price
  from (
  select t1.drinker, t1.bar, t1.times_a_week, t1.beer, t1.price
  from (
  select frequents.drinker, frequents.bar, frequents.times_a_week, serves.beer, serves.price
  from frequents
  right join serves
  on frequents.bar = serves.bar) as t1
  full join likes
  on t1.beer = likes.beer
  where t1.drinker = likes.drinker) as t2
  group by t2.drinker, t2.bar) as t3
  group by t3.bar
  order by sum(t3.price) desc, t3.bar asc) as v1))
union (select * from (
  select bar, sum(price)
  from (
  select bar, sum(price)*avg(times_a_week) as price
  from (
  select t1.drinker, t1.bar, t1.times_a_week, t1.beer, t1.price
  from (
  select frequents.drinker, frequents.bar, frequents.times_a_week, serves.beer, serves.price
  from frequents
  right join serves
  on frequents.bar = serves.bar) as t1
  full join likes
  on t1.beer = likes.beer
  where t1.drinker = likes.drinker) as t2
  group by t2.drinker, t2.bar) as t3
  group by t3.bar
  order by sum(t3.price) desc, t3.bar asc) as v2)) as v3
  group by v3.bar, v3.sum
  order by sum(v3.sum) desc, v3.bar asc;
","{""failed"":true,""errorMsg"":""Parsing error at line 23, column 10. Query syntax may be incorrect""}
"
"SELECT bar, SUM(earnings) AS total FROM (SELECT s.bar, CASE WHEN f.drinker IS NULL OR l.drinker IS NULL THEN 0 WHEN s.beer=l.beer THEN price*times_a_week ELSE 0 END AS earnings FROM serves AS s LEFT JOIN frequents AS f ON s.bar=f.bar LEFT JOIN likes AS l ON f.drinker=l.drinker) AS temp GROUP BY bar ORDER BY total DESC, bar;
","{""failed"":true}
"
"

select * from 

((select bar.name, 0 profit from bar where bar.name not in 
	(select f.bar 
	from frequents f, likes l, serves s
	where f.drinker = l.drinker and f.bar = s.bar and l.beer = s.beer
	group by f.bar))

union

select f.bar, coalesce(sum(f.times_a_week*s.price),0) profit
from frequents f, likes l, serves s
where f.drinker = l.drinker and f.bar = s.bar and l.beer = s.beer
group by f.bar)T
order by profit desc, name;
","{""failed"":true}
"
"with j as (select f.drinker, f.bar, f.times_a_week, sum(s.price) as con
from frequents f, likes l, serves s
where s.bar = f.bar and f.drinker = l.drinker and l.beer = s.beer
group by f.drinker, f.bar, f.times_a_week)
select final.bbar, final.dollars
from (select distinct
case when bar.name not in (select j.bar from j) then bar.name else j.bar end as bbar,
case when bar.name not in (select j.bar from j) then 0
when bar.name in (select j.bar from j) then sum(j.con * j.times_a_week) end as dollars
from  j, bar
group by bbar, bar.name
order by dollars desc, bbar asc) as final;
","{""failed"":true,""errorMsg"":""From line 11, column 10 to line 11, column 13: Column 'BBAR' not found in any table""}
"
"SELECT DISTINCT t.bar, SUM(t.amount) as amount
FROM (SELECT bar, SUM(price * times_a_week) as amount
FROM frequents NATURAL JOIN serves NATURAL JOIN likes
GROUP BY bar
UNION
SELECT name as bar, 0 as amount
FROM bar) as t
GROUP BY t.bar
ORDER BY amount DESC, bar;","{""failed"":true,""errorMsg"":""From line 4, column 10 to line 4, column 12: Column 'BAR' is ambiguous""}
"
"select result1.bar, result1.amount from (select bar, sum(price * times_a_week) amount from (select drinker, frequents.bar, times_a_week, beer, price from frequents join serves on frequents.bar = serves.bar) as t1 join likes on t1.beer = likes.beer where t1.drinker = likes.drinker group by bar union select x1.bar, round(serves.price-serves.price) amount from (select name as bar from bar except select bar from (select drinker, frequents.bar, times_a_week, beer, price from frequents join serves on frequents.bar = serves.bar) as t2 join likes on t2.beer = likes.beer where t2.drinker = likes.drinker) as x1, serves) as result1 order by result1.amount desc, result1.bar asc;","{""failed"":true}
"
"-- Group by bar, use serves as the base, append a column of number of times a beer got ordered using frequents and likes

SELECT bar, SUM(total) FROM

(
SELECT bar, SUM(amount) AS total FROM
	(SELECT serves.bar, price * times_a_week AS amount FROM
	serves,
	(SELECT frequents.drinker, bar, times_a_week, beer FROM frequents, likes WHERE frequents.drinker = likes.drinker) AS T
	WHERE T.beer = serves.beer AND T.bar = serves.bar) AS N
	GROUP BY bar

UNION ALL

(Select name AS bar, 0.0 AS total FROM bar)
) AS A

GROUP BY bar
ORDER BY SUM(total) DESC, bar ASC;
","{""failed"":true}
"
"SELECT name, COALESCE(temp3.amount,0) AS amount FROM Bar LEFT JOIN (SELECT temp2.bar, SUM(temp2.amount) AS amount FROM (SELECT temp1.bar, temp1.times_a_week*temp1.price AS amount FROM Likes l NATURAL JOIN (SELECT * FROM Frequents f NATURAL JOIN Serves s) AS temp1) AS temp2 GROUP BY temp2.bar) AS temp3 ON name = temp3.bar ORDER BY amount DESC, name;","{""failed"":true}
"
"SELECT G.name, G.total FROM
(SELECT T.name, SUM(T.num) as total FROM
(SELECT bar as name, 0 as num FROM serves
UNION
(SELECT U.bar, SUM(U.times_a_week*U.price) FROM
(SELECT frequents.bar, serves.price, frequents.times_a_week
FROM serves, likes, frequents
WHERE serves.beer=likes.beer AND frequents.bar=serves.bar AND likes.drinker=frequents.drinker) AS U
GROUP BY U.bar)) AS T
GROUP BY T.name) AS G
ORDER BY G.total DESC;","{""failed"":true}
"
"SELECT DISTINCT View6.bar, View6.amount
FROM ((SELECT DISTINCT View3.bar, SUM(View3.amount) as amount
FROM (SELECT DISTINCT View2.bar, View2.drinker, View2.sum * Frequents.times_a_week AS amount
FROM Frequents, (SELECT bar, drinker, SUM(price)
FROM (SELECT bar, drinker, price
FROM Serves, Likes
WHERE Serves.beer = Likes.beer) as View1
GROUP BY bar, drinker) AS View2
WHERE Frequents.bar = View2.bar
AND Frequents.drinker = View2.drinker) AS View3
GROUP BY View3.bar)
UNION ALL
(SELECT DISTINCT View5.name as bar, Serves.price*0 as amount
FROM Serves, ((SELECT DISTINCT name 
FROM Bar)
EXCEPT ALL
(SELECT DISTINCT View4.bar
FROM (SELECT DISTINCT View3.bar, SUM(View3.amount) as amount
FROM (SELECT DISTINCT View2.bar, View2.drinker, View2.sum * Frequents.times_a_week AS amount
FROM Frequents, (SELECT bar, drinker, SUM(price)
FROM (SELECT bar, drinker, price
FROM Serves, Likes
WHERE Serves.beer = Likes.beer) as View1
GROUP BY bar, drinker) AS View2
WHERE Frequents.bar = View2.bar
AND Frequents.drinker = View2.drinker) AS View3
GROUP BY View3.bar) AS View4)) as View5)) AS View6
ORDER BY View6.amount DESC, View6.bar;","{""failed"":true,""errorMsg"":""Parsing error at line 3, column 54. Query syntax may be incorrect""}
"
"(SELECT f.bar bar1, SUM(s.price*f.times_a_week) AS amount FROM Frequents f, Serves s, Likes l
WHERE f.bar = s.bar AND s.beer = l.beer AND l.drinker = f.drinker
GROUP BY f.bar
ORDER BY amount DESC, f.bar)
UNION
(SELECT name AS bar1, 0 AS amount FROM
(SELECT name FROM bar EXCEPT SELECT bar1 FROM (SELECT f.bar bar1, SUM(s.price*f.times_a_week) AS foo FROM Frequents f, Serves s, Likes l
WHERE f.bar = s.bar AND s.beer = l.beer AND l.drinker = f.drinker GROUP BY f.bar) AS foo) AS foo1)
ORDER BY amount DESC, bar1;


","{""failed"":true}
"
"WITH TMP(bar, amount) AS (SELECT s.bar, SUM(times_a_week * price)
FROM likes l, serves s, frequents f 
WHERE l.drinker = f.drinker 
AND s.beer = l.beer
AND s.bar = f.bar
GROUP BY s.bar)

SELECT name bar,
       COALESCE(TMP.amount, 0) AS amount
FROM bar FULL OUTER JOIN TMP ON bar.name = TMP.bar
ORDER BY amount DESC, bar; ","{""failed"":true}
"
"with newtables(drinker,bar,times_a_week, drinker1, beer, bar1, beer1, price, name, address) as (select * 
from frequents f, likes l, serves s, bar b where l.beer=s.beer and f.bar=s.bar and f.drinker=l.drinker and b.name=f.bar) 
select bar, sum(times_a_week*price) as amount from newtables group by bar 
UNION 

select name, 0.0 as amount from bar except (select f.bar, 0.0 as amount from frequents f, likes l, serves s where f.drinker=l.drinker and f.bar=s.bar
 and s.beer=l.beer group by f.bar, amount) order by amount desc, bar;

	","{""failed"":true,""errorMsg"":""From line 7, column 36 to line 7, column 41: Column 'AMOUNT' not found in any table""}
"
"

SELECT T3.name, T3.totals
FROM (SELECT T2.name, SUM(T2.NOdrinks) as TOTALS
	FROM (SELECT name, 0 as NOdrinks
			FROM bar

			UNION

			SELECT T1.bar, SUM(T1.times_a_week*T1.price)
				FROM (SELECT frequents.bar, serves.price, frequents.times_a_week
						FROM serves, likes, frequents
						WHERE serves.beer=likes.beer AND frequents.bar=serves.bar AND likes.drinker=frequents.drinker) as T1
				GROUP BY T1.bar) as T2
				GROUP BY T2.name) as T3
			ORDER BY T3.TOTALS DESC, T3.name ASC;

","{""failed"":true}
"
"

SELECT fin.bar bar, SUM(fin.amount) amount FROM

  ((SELECT b.bar bar, SUM(b.total) amount FROM

  (SELECT t.bar, t.times, (t.times * t.price) total FROM

      (SELECT f.drinker drinker, f.bar bar, f.times_a_week times, l.beer beer, s.price price
      FROM Frequents f, Likes l, Serves s
      WHERE f.drinker = l.drinker AND s.bar = f.bar AND l.beer = s.beer)
        AS t
        )

    AS b GROUP BY b.bar)

  UNION SELECT name, 0.0 amount FROM Bar) as fin GROUP BY fin.bar

ORDER BY amount DESC, bar ASC;
","{""failed"":true}
"
"SELECT name, COALESCE(sum(price * times_a_week), 0) 
FROM Bar LEFT OUTER JOIN 
	(SELECT Serves.bar AS bar, price, times_a_week FROM Serves, Frequents, Likes
	WHERE Serves.bar = Frequents.bar AND Frequents.drinker = Likes.drinker AND Serves.beer = Likes.beer) AS S
ON name = bar
GROUP BY name
ORDER BY COALESCE(sum(price * times_a_week), 0) DESC, name;
","{""failed"":true}
"
"WITH TMP1(bar, amount) AS (
	SELECT DISTINCT frequents.bar, 
			SUM(serves.price*frequents.times_a_week) AS amount
	FROM serves, likes, frequents
	WHERE serves.beer = likes.beer AND 
			likes.drinker = frequents.drinker AND
			frequents.bar = serves.bar
	GROUP BY frequents.bar
	)
	SELECT DISTINCT bar, amount 
	FROM TMP1
	UNION
	(SELECT DISTINCT bar.name, 0 AS amount
	FROM bar
	WHERE NOT EXISTS(
	SELECT DISTINCT bar, amount
	FROM TMP1))
	
	ORDER BY amount DESC, bar ASC;


","{""failed"":true}
"
